time,temperature
1554224413,15.754245299100877
1554226217,15.777399563789368
1554228020,15.664870637655259
1554229823,15.650041383504867
1554231625,15.844456255435944
1554233429,15.776189529895783
1554235232,15.81122192144394
1554237035,15.432107615470887
1554238838,15.321289229393006
1554240642,15.205392491817474
1554242445,15.010479581356048
1554244248,14.904843059182166
1554246051,15.173891472816468
1554247854,15.286623167991639
1554249657,15.281467759609223
1554251461,15.36867835521698
1554253618,15.692513298988342
1554255420,15.851698613166809
1554257224,16.14018632173538
1554259027,16.365086150169372
1554260829,16.680557295680046
1554262633,17.057098413258792
1554264969,15.659936106204986
1554266772,15.63836024403572
1554270995,18.54973378777504
1554272798,19.445333117246626
1554274601,19.8229998588562
1554276403,19.93864494562149
1554278206,18.62545125633478
1554280009,18.289069932699203
1554281812,17.998009729385377
1554283555,17.572343313694
1554285976,17.113899314403533
1554287779,16.79927933216095
1554289582,16.292331954836847
1554291386,16.16955216228962
1554293189,16.003341275453568
1554294992,16.020055133104325
1554296795,16.149109184741974
1554298598,15.976092708110809
1554300401,15.668767511844635
1554302204,15.616914415359497
1554304008,15.466454756259918
1554305811,15.457437527179717
1554310860,14.933258485794067
1554312663,15.000948977470397
1554314466,14.994569790363311
1554316270,14.911658978462219
1554318073,14.878418600559234
1554319876,14.899653708934784
1554321679,14.65285906791687
1554323483,14.643057978153228
1554325285,14.843570232391357
1554327089,14.897756016254425
1554328891,14.545612514019012
1554330635,14.53858357667923
1554332438,14.75969123840332
1554334241,14.79363489151001
1554335985,14.87694754600525
1554337787,15.08443763256073
1554339591,15.07715847492218
1554341394,15.433164048194886
1554343197,15.676485711336136
1554345000,15.893085765838624
1554346803,16.24846464395523
1554348606,16.3118855714798
1554350454,14.92005776166916
1554352258,14.94210081100464
1554354075,17.039692664146422
1554355878,16.866663545370102
1554357681,16.621166664361954
1554359485,17.030329564586282
1554361288,16.892861407995223
1554363091,17.367701405286788
1554364894,17.77500209659338
1554366697,18.23308789730072
1554368501,18.381274081766605
1554370304,18.367502874135972
1554372107,18.451118516921998
1554373910,18.3185396194458
1554375713,17.860064297914505
1554377516,17.34646542072296
1554379319,16.32725458741188
1554381121,16.257886898517608
1554382925,15.92279759645462
1554384728,15.866637694835664
1554386531,15.827253258228302
1554388335,15.798391914367675
1554390138,15.167861270904542
1554391941,15.216636174917221
1554393730,16.643920534849165
1554395533,16.72847572565079
1554397352,15.032216930389405
1554399154,15.14437381029129
1554400958,14.863215911388398
1554402762,14.824663484096527
1554404504,14.736593079566955
1554406308,14.751170474290848
1554408111,14.700714612007141
1554409915,14.544384229183198
1554411719,14.287261599302292
1554413522,14.111013114452362
1554415326,14.098338997364044
1554417129,13.935673213005066
1554418932,14.393405854701996
1554420676,14.526872146129609
1554422479,15.00455778837204
1554424282,15.37465968132019
1554426085,15.877258417010307
1554427889,16.50324502289295
1554429691,18.01878333091736
1554431495,18.76033329963684
1554433298,20.048052620887756
1554435100,21.64891359806061
1554436884,15.203916203975677
1554438688,15.118209642171859
1554440510,24.49719889163971
1554442312,24.95417516231537
1554444115,24.94502511024475
1554451504,25.635244274139403
1554453306,25.770132780075073
1554455109,25.61851167678833
1554456912,25.271392649412157
1554458774,25.07151428461075
1554460576,24.485512459278105
1554462379,22.626393300294875
1554464182,21.58896178007126
1554465985,20.393983906507493
1554467727,19.993098615109922
1554469530,19.616635009646416
1554471272,19.286573380231857
1554473136,18.874674931168556
1554474938,18.679800379276276
1554476741,18.54712437093258
1554478544,18.23993954062462
1554480464,21.789539337158203
1554482267,23.745962715148927
1554516643,20.289601230621336
1554518445,21.51057848930359
1554520247,21.81346216201782
1554522050,23.372740173339842
1554527457,26.746422910690306
1554529259,26.531164264678956
1554531062,28.37081172466278
1554532863,28.815057349205016
1554541872,28.71814634799957
1554543674,27.991710221767427
1554545476,26.453599429130556
1554547278,25.408855599164962
1554549079,24.36416585445404
1554550881,23.063863426446915
1554552683,21.395750123262406
1554554486,20.81251565217972
1554556348,20.596068976819517
1554558150,20.1217532902956
1554559953,19.476492431759834
1554561755,19.381159998476505
1554563558,19.366436238586903
1554565360,19.157999843358994
1554567233,24.374760460853576
1554569035,25.6768208026886
1554570827,18.070737639069556
1554572569,17.957126212120055
1554574312,18.034829103946684
1554576115,17.734785640239714
1554577918,17.651356637477875
1554579720,17.519144797325133
1554581523,16.84054051935673
1554583326,16.84233455657959
1554585189,16.534463173151018
1554586991,16.32233554124832
1554588794,16.420650351047517
1554590596,16.450667452812194
1554592399,15.263743525743484
1554594202,15.622464483976366
1554596005,16.59826248884201
1554597808,17.689968907833098
1554599670,19.26364720463753
1554601473,20.708870506286623
1554603276,22.931022214889527
1554605198,24.368955993652342
1554607309,25.408071637153625
1554609420,27.82657685279846
1554611203,18.399429363012313
1554612946,18.387634748220442
1554614688,30.78653235435486
1554616568,31.598721027374268
1554618634,31.985981607437132
1554620747,33.32595355510712
1554622623,33.98821399211884
1554624704,33.67755138874054
1554626642,33.280860376358035
1554628712,33.13008027225733
1554630787,31.9829657766968
1554632529,30.18663889169693
1554634374,28.22621246576309
1554636198,27.56024024486542
1554638417,25.728819292783736
1554640460,24.889860963821413
1554642202,24.12775754928589
1554643944,24.711421942710878
1554645944,24.026297640800475
1554647853,23.609788417816162
1554649891,23.268609082698823
1554652046,22.961168032884597
1554654411,29.0386372089386
1554656477,22.592393997311593
1554658404,22.24980401992798
1554660712,21.604798924922942
1554662867,21.20998569726944
1554664815,20.845446741580965
1554666772,20.760471746325493
1554669021,20.281845754384996
1554671347,20.349931931495668
1554673474,20.292016372084618
1554675549,20.11130421757698
1554677466,20.08054264783859
1554679662,20.38754227757454
1554681732,21.010662016272544
1554683414,21.926860451698303
1554685712,22.73873438835144
1554688281,25.217673301696777
1554690609,27.73043065071106
1554692833,29.452351093292236
1554694948,30.079241847991945
1554696978,23.325292578339578
1554698978,23.31717394590378
1554701194,33.03557198047638
1554703275,33.51730470657348
1554705339,33.21766700744629
1554707431,33.664043283462526
1554709483,34.208756637573245
1554711707,34.16820397377014
1554713694,33.12017734050751
1554715941,32.597738361358644
1554718061,32.5300753235817
1554720109,31.468678498268126
1554722219,29.43867729306221
1554724495,28.962771475315094
1554726603,27.864362514019014
1554728408,29.215204948186873
1554730270,29.495136323571206
1554732132,29.62273878082633
1554733934,29.185788613557815
1554735737,27.837351059913637
1554737539,27.08033919632435
1554739525,31.209942436218263
1554741687,31.613319635391235
1554743427,25.588318337500095
1554745229,25.438087344169617
1554747092,24.871868920326232
1554748894,24.771978652477266
1554750697,24.615310740470886
1554752991,24.182028302550314
1554754842,23.201115399599075
1554756705,23.221236845850946
1554758520,23.344284093379976
1554760376,23.273178607225418
1554762053,22.79663926959038
1554763915,22.805196252465247
1554765717,22.792837673425673
1554767641,22.510788691043853
1554769442,22.399114978313445
1554771271,22.411559844017027
1554773048,22.33462228178978
1554774849,23.62442890405655
1554776659,24.237383192777635
1554778485,24.633339202404024
1554780137,25.778285813331603
1554782137,25.616387790441514
1554783923,26.039817416667937
1554785725,25.67253323793411
1554787663,27.66547664999962
1554789509,27.390516144037246
1554791428,29.0668546795845
1554793288,28.495675015449525
1554795156,29.058592474460603
1554796959,29.86553750038147
1554798913,29.202455043792725
1554800752,30.02126669883728
1554802666,29.847164893150328
1554804468,28.681675630807877
1554806271,28.244159081578253
1554808073,27.61636184900999
1554809935,26.88477438390255
1554811737,26.18729375284165
1554813539,25.779901261627675
1554815342,25.500703866011463
1554817145,25.124040976166725
1554818947,24.996450449107215
1554820749,24.717821932211518
1554822506,24.645191223174333
1554824354,24.111702454090118
1554826282,25.96250982284546
1554828151,26.331794756650925
1554873490,21.775601959228517
1554875363,21.56987546682358
1554877647,21.642218697071076
1554879929,21.648547434806822
1554881911,21.22848574221134
1554884013,21.105287671089172
1554885897,21.12278112769127
1554887797,21.05644758269191
1554889997,20.434913096576928
1554891896,19.784721772372723
1554893864,19.44984166845679
1554895826,19.109474164247512
1554897830,18.895581221580507
1554899992,19.08184574842453
1554902060,18.79537901878357
1554903982,17.928128635883333
